,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14
27,v57,0.5125984,0.9963833,1.217129,1.203039,1.205123,1.207246,1.210454,1.212991,1.211416,1.209281,1.204883,1.200345,1.316109,0.5170396
28,v58,0.07418047,0.06745217,0.06511959,0.06525765,0.06523715,0.06521629,0.06518482,0.06515999,0.0651754,0.06519632,0.06523951,0.06528422,0.06418771,0.07410508
29,v59,0.07418061,0.06745226,0.06511959,0.06525766,0.06523715,0.06521629,0.06518483,0.06516,0.0651754,0.06519632,0.06523951,0.06528422,0.06418771,0.07410574
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.5125984,0.9963833,1.217129,1.203039,1.205123,1.207246,1.210454,1.212991,1.211416,1.209281,1.204883,1.200345,1.316109,0.5170397
32,vdhap_in,22.95378,20.34934,19.43891,19.49479,19.48651,19.47808,19.46536,19.4553,19.46154,19.47,19.48746,19.5055,19.0518,22.92247
33,vgap_in,22.95378,20.34934,19.43891,19.49479,19.48651,19.47808,19.46536,19.4553,19.46154,19.47,19.48746,19.5055,19.0518,22.92247
34,vpga_in,22.95378,20.34934,19.43891,19.49479,19.48651,19.47808,19.46536,19.4553,19.46154,19.47,19.48746,19.5055,19.0518,22.92247
35,vpga_use,0.002526324,0.007924512,0.009978848,0.009680149,0.009711012,0.009742654,0.009790584,0.009828594,0.009804996,0.009773053,0.009707445,0.009643283,0.01256815,0.002563954
36,Vbf1,54.96412,111.3326,184.8446,186.896,187.2051,187.5137,187.9779,188.3447,188.1171,187.8083,187.17,186.354,161.2096,55.45963
37,Vbf2,54.96412,111.3326,184.8446,186.896,187.2051,187.5137,187.9779,188.3447,188.1171,187.8083,187.17,186.354,161.2096,55.45963
38,Vbf3,54.96412,111.3326,184.8446,186.896,187.2051,187.5137,187.9779,188.3447,188.1171,187.8083,187.17,186.354,161.2096,55.45963
39,Vbf4,54.96412,111.3326,184.8446,186.896,187.2051,187.5137,187.9779,188.3447,188.1171,187.8083,187.17,186.354,161.2096,55.45963
40,Vbf5,19.97665,40.40797,66.38998,67.08213,67.19323,67.30416,67.47113,67.60307,67.52119,67.41015,67.18059,66.88891,58.31125,20.15658
41,Vbf6,34.98747,70.92461,118.4546,119.8139,120.0119,120.2095,120.5068,120.7417,120.5959,120.3982,119.9894,119.4651,102.8983,35.30305
42,Vbf7,34.98747,70.92465,118.4546,119.8139,120.0119,120.2095,120.5068,120.7417,120.5959,120.3982,119.9894,119.4651,102.8983,35.30307
43,Vbf8,54.96412,111.3326,184.8446,186.896,187.2051,187.5137,187.9779,188.3447,188.1171,187.8083,187.17,186.354,161.2096,55.45963
44,Vbf9,54.96412,111.3326,184.8446,186.896,187.2051,187.5137,187.9779,188.3447,188.1171,187.8083,187.17,186.3541,161.2096,55.45963
45,Vbf10,54.96412,111.3326,184.8446,186.896,187.2051,187.5137,187.9781,188.3447,188.1171,187.8083,187.17,186.3543,161.2096,55.45963
46,Vbf11,32.16342,65.1247,107.826,109.0035,109.1838,109.3639,109.6348,109.8488,109.716,109.5358,109.1633,108.688,94.21495,32.45331
47,Vqi,69.97495,141.8492,236.9092,239.6277,240.0238,240.419,241.0135,241.4833,241.1918,240.7964,239.9788,238.9302,205.7967,70.60611
48,Vipc,6603.129,13391.46,22295.91,22561.23,22611.66,22648.52,22720.49,22780.0,22740.6,22693.97,22599.65,22487.98,19421.46,6662.673
49,Vicp,6601.712,13388.5,22289.37,22551.63,22600.95,22636.73,22706.75,22764.63,22726.29,22681.0,22589.12,22479.89,19416.84,6661.26
50,Vinc,26.97886,56.4783,124.6255,183.3358,204.2976,225.2595,262.6004,294.1536,273.616,247.8337,201.0726,154.3116,88.03142,26.90104
51,Vinp,29.81874,62.42338,137.744,202.6343,225.8027,248.971,290.2426,325.1171,302.4177,273.9215,222.2382,170.5549,97.29789,29.73273
52,Vdp,24.24188,51.0208,117.1576,178.8126,200.8557,222.9085,262.1912,295.3885,273.7809,246.6549,197.467,148.2951,80.44016,24.12241
53,Vdc,24.23667,51.0095,117.1232,178.7364,200.7607,222.7924,262.0327,295.1891,273.6087,246.514,197.3749,148.2417,80.42102,24.11729
54,Vfp,4.159971,8.436622,14.04643,14.21358,14.24534,14.26857,14.31391,14.3514,14.32658,14.2972,14.23778,14.16743,12.23552,4.197484
55,Vfc,4.159079,8.434754,14.0423,14.20752,14.2386,14.26114,14.30525,14.34171,14.31756,14.28903,14.23114,14.16233,12.23261,4.196594
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.275778,1.353337,1.739489,1.769981,1.769857,1.769684,1.76941,1.76919,1.769326,1.769511,1.769875,1.769116,1.464421,1.276664
58,VgPQH2,107.3079,328.1353,1557.125,558.2857,272.8503,632.9973,540.5174,981.4016,1263.724,490.8795,541.2436,592.0217,756.6315,164.623
59,Vbf12,2.457514e-08,-2.321452e-08,1.28116e-09,7.904658e-10,3.20291e-11,2.256417e-07,1.590133e-08,-4.616456e-08,-3.215325e-15,-7.740184e-11,-1.06908e-10,-2.52778e-07,2.797239e-09,-1.435309e-07
60,Vbf13,6.588256e-09,-6.316029e-09,3.77674e-10,2.715224e-10,1.181536e-11,8.727088e-08,6.278521e-09,-2.401758e-08,-1.373845e-15,-2.888943e-11,-3.676221e-11,-7.192926e-08,7.454678e-10,-3.860217e-08
61,Vbf14,-2.297693e-09,2.394826e-09,-1.325166e-10,-7.952347e-11,-4.043059e-12,-2.090996e-08,-3.542936e-10,5.614265e-09,2.406201e-16,3.191422e-12,9.224965e-12,4.349551e-09,-1.154312e-10,1.471658e-08
62,Vbf15,54.96412,111.3326,184.8446,186.896,187.2051,187.5137,187.9779,188.3447,188.1171,187.8083,187.17,186.354,161.2096,55.45963
63,Vbf16,54.96412,111.3326,184.8446,186.896,187.2051,187.5137,187.9779,188.3447,188.1171,187.8083,187.17,186.354,161.2096,55.45963
64,vbfn2,19.97665,40.40797,66.38998,67.08213,67.19323,67.30416,67.47113,67.60307,67.52119,67.41015,67.18059,66.88891,58.31125,20.15658
65,VsNADPH,0.6516512,0.6662412,0.6902142,0.7370519,0.8288309,0.7195694,0.7275472,0.6826828,0.6742801,0.7388015,0.7367476,0.7374845,0.6850469,0.6059041
66,vA_d,12.1477,25.28228,75.37585,145.2584,173.2536,193.5249,237.9786,271.121,245.8851,221.235,166.049,111.3738,42.8663,11.5448
67,vA_f,0.4169155,0.8361181,1.807414,2.30928,2.457543,2.47754,2.598412,2.634474,2.573365,2.56475,2.394496,2.128028,1.304054,0.4017768
68,vA_U,3308.853,6635.858,14344.55,18327.62,19504.31,19663.02,20622.32,20908.52,20423.53,20355.16,19003.94,16889.11,10349.63,3188.705
69,vU_A,3270.372,6555.116,14185.94,18128.3,19293.48,19432.82,20366.04,20625.72,20154.29,20110.04,18791.94,16710.65,10227.24,3149.753
70,vU_f,0.4120669,0.8259446,1.787428,2.284166,2.430978,2.448535,2.566121,2.598841,2.539441,2.533865,2.367785,2.105541,1.288632,0.3968689
71,vU_d,9.25739,22.28589,72.84621,136.8479,157.4745,183.5253,224.4795,260.5727,237.6784,207.8214,156.3928,104.8963,40.14544,9.337039
72,v1,105.8225,387.7177,2482.253,1307.719,820.5304,1514.5,1384.957,2269.869,2769.695,1275.37,1310.02,1290.475,1044.793,127.1789
73,v_r1,65.8692,306.9016,2349.473,1173.555,686.1439,1379.891,1250.015,2134.663,2634.653,1140.55,1175.658,1156.697,928.1705,86.86567
74,vS1_S2,9.988324,20.20399,33.19499,33.54107,33.59661,33.65207,33.73557,33.80153,33.7606,33.70508,33.5903,33.44446,29.15562,10.0783
75,vS2_S3,9.988324,20.20399,33.19499,33.54107,33.59661,33.65207,33.73557,33.80153,33.7606,33.70508,33.5903,33.44446,29.15562,10.0783
76,vS3_S0,9.988324,20.20399,33.19499,33.54107,33.59661,33.65207,33.73557,33.80153,33.7606,33.70508,33.5903,33.44446,29.15562,10.0783
77,vS0_S1,9.988324,20.20399,33.19499,33.54107,33.59661,33.65207,33.73557,33.80153,33.7606,33.70508,33.5903,33.44446,29.15562,10.0783
78,vz_1,0.42122,1.745304,12.16845,6.176089,3.695945,7.224474,6.562889,11.06016,13.60363,6.006524,6.186278,6.0913,4.958432,0.5352612
79,v1z_1,0.105305,0.4363259,3.042114,1.544022,0.9239863,1.806118,1.640722,2.765039,3.400908,1.501631,1.546569,1.522825,1.239608,0.1338153
80,v2z_1,0.105305,0.4363259,3.042114,1.544022,0.9239863,1.806118,1.640722,2.765039,3.400908,1.501631,1.546569,1.522825,1.239608,0.1338153
81,v3z_1,0.105305,0.4363259,3.042114,1.544022,0.9239863,1.806118,1.640722,2.765039,3.400908,1.501631,1.546569,1.522825,1.239608,0.1338153
82,v0z_1,0.105305,0.4363259,3.042114,1.544022,0.9239863,1.806118,1.640722,2.765039,3.400908,1.501631,1.546569,1.522825,1.239608,0.1338153
83,vz_2,39.53208,79.07065,120.6115,127.9882,130.6905,127.3838,128.3794,124.146,121.4388,128.8138,128.1749,127.6865,111.6641,39.77793
84,v1z_2,9.883019,19.76766,30.15288,31.99704,32.67263,31.84595,32.09484,31.03649,30.35969,32.20345,32.04373,31.92164,27.91601,9.944482
85,v2z_2,9.883019,19.76766,30.15288,31.99704,32.67263,31.84595,32.09484,31.03649,30.35969,32.20345,32.04373,31.92164,27.91601,9.944482
86,v3z_2,9.883019,19.76766,30.15288,31.99704,32.67263,31.84595,32.09484,31.03649,30.35969,32.20345,32.04373,31.92164,27.91601,9.944482
87,v0z_2,9.883019,19.76766,30.15288,31.99704,32.67263,31.84595,32.09484,31.03649,30.35969,32.20345,32.04373,31.92164,27.91601,9.944482
88,v1z,9.988324,20.20399,33.19499,33.54107,33.59661,33.65207,33.73557,33.80153,33.7606,33.70508,33.5903,33.44446,29.15562,10.0783
89,v2z,9.988324,20.20399,33.19499,33.54107,33.59661,33.65207,33.73557,33.80153,33.7606,33.70508,33.5903,33.44446,29.15562,10.0783
90,v3z,9.988324,20.20399,33.19499,33.54107,33.59661,33.65207,33.73557,33.80153,33.7606,33.70508,33.5903,33.44446,29.15562,10.0783
91,v0z,9.988324,20.20399,33.19499,33.54107,33.59661,33.65207,33.73557,33.80153,33.7606,33.70508,33.5903,33.44446,29.15562,10.0783
92,vAB1,22.46774,41.34557,66.60405,67.61775,68.3222,67.74759,67.97826,67.86552,67.72183,67.97806,67.71884,67.42607,58.80886,21.45004
93,vBA1,2.491093,0.9375938,0.2140744,0.5356122,1.12897,0.4434346,0.5071269,0.262455,0.2006357,0.5679099,0.5382518,0.537153,0.4976158,1.293453
94,vAB2,107.6929,67.06135,68.23454,78.39668,107.4641,75.78588,78.5692,71.04285,69.62015,80.83439,78.87516,77.63465,66.21194,65.42623
95,vBA2,87.71622,26.65337,1.844562,11.31455,40.2709,8.481731,11.09807,3.439787,2.098952,13.42424,11.69456,10.74574,7.900698,45.26965
96,v3,4.706324,4.372956,1.436107,3.158375,5.493964,2.684456,2.999349,1.687906,1.326248,3.294842,3.164804,3.180854,2.988958,3.726213
97,v_r3,0.1956846,0.1184956,0.02005473,0.06677919,0.1404657,0.05413485,0.06289262,0.02883279,0.02023081,0.07118137,0.06720433,0.06672344,0.06051543,0.1304492
98,v3_n,16.00131,37.06115,65.95717,65.34207,63.33923,65.99225,65.88888,67.12364,67.29545,65.56382,65.44101,65.11289,56.50979,17.05953
99,v_r3_n,0.5352982,0.9076095,0.9832416,1.351528,1.499502,1.318415,1.3542,1.179652,1.080273,1.377331,1.358018,1.338094,1.126992,0.4986957
100,v_pq_ox,2978.149,2743.975,1845.311,2498.471,2743.438,2432.586,2490.135,2172.776,1993.953,2532.675,2506.72,2480.668,2395.454,2906.147
101,Ic,11.17567,23.39545,51.62462,75.94463,84.62783,93.31103,108.7791,121.8496,113.3421,102.6621,83.29191,63.92171,36.46595,11.14343
102,Ia,51.04561,106.8603,235.7989,346.8822,386.5433,426.2044,496.8557,556.5561,517.6978,468.9161,380.4414,291.9667,166.5607,50.89838
103,v2_1,39.55209,79.10201,120.6318,128.0433,130.7998,127.4329,128.4369,124.1783,121.4639,128.8767,128.2318,127.7384,111.6949,39.79193
104,v2_2,2469.483,1882.533,784.503,1980.333,3837.507,1775.32,2058.85,1202.677,961.9522,2246.286,2042.599,1866.737,1287.062,1715.371
105,v2_00_1,0.3544463,1.505339,7.289904,3.472862,1.977993,3.805878,3.365681,5.236279,6.2202,3.125646,3.383047,3.654079,3.990644,0.4705602
106,v2_01_1,1.343786,3.268338,14.3595,6.959392,4.36146,7.583606,6.757915,10.35633,12.30026,6.315857,6.79207,7.297367,7.860659,1.355944
107,v2_02_1,37.85386,74.32833,98.98239,117.611,124.4603,116.0435,118.3133,108.5857,102.9434,119.4352,118.0567,116.7869,99.84361,37.96543
108,v2_00_2,22.13029,35.82527,47.40833,53.71173,58.03192,53.02124,53.95206,50.71381,49.26184,54.47915,53.88839,53.39979,45.98426,20.28515
109,v2_01_2,83.90091,77.78251,93.38392,107.6348,127.9599,105.6503,108.3298,100.3019,97.41384,110.0836,108.1906,106.6419,90.5785,58.45272
110,v2_02_2,2363.452,1768.925,643.7107,1818.987,3651.515,1616.649,1896.568,1051.661,815.2766,2081.723,1880.52,1706.695,1150.499,1636.633
111,vr2_00_1,0.0001457012,0.0005505109,0.001399943,0.001509578,0.001557743,0.001505784,0.001523062,0.001470656,0.001435382,0.001528086,0.001514241,0.001501361,0.001132112,0.0001399984
112,vr2_01_1,0.0005290744,0.0006764493,0.001086526,0.001325924,0.001856195,0.001276096,0.001333601,0.001166295,0.001117892,0.001376579,0.001336139,0.001309601,0.0009656263,0.0003234991
113,vr2_02_1,0.01934004,0.03007688,0.01780648,0.05225901,0.1058552,0.04634362,0.05462355,0.0296429,0.02257368,0.06004796,0.05407203,0.04897976,0.02875517,0.013527
114,vr2_1,0.02001481,0.03130385,0.02029295,0.05509451,0.1092692,0.0491255,0.05748021,0.03227985,0.02512695,0.06295262,0.05692241,0.05179072,0.03085291,0.0139905
115,vr2_00_2,17.97395,33.0756,53.28078,54.09149,54.65486,54.19529,54.37976,54.28954,54.17459,54.37961,54.17232,53.93823,47.04533,17.15981
116,vr2_01_2,65.26752,40.64219,41.35236,47.51076,65.12633,45.92848,47.6152,43.05399,42.19179,48.98798,47.8007,47.04902,40.12695,39.65174
117,vr2_02_2,2385.82,1807.069,677.7014,1872.555,3714.03,1667.972,1950.292,1094.273,851.9822,2136.912,1934.439,1759.658,1194.932,1658.024
118,vr2_2,2469.062,1880.787,772.3345,1974.157,3833.811,1768.096,2052.287,1191.617,948.3486,2240.28,2036.412,1860.645,1282.104,1714.835
119,vP680qU,0.03391213,0.2095748,2.826698,1.962928,1.168056,2.930877,3.069799,6.272493,7.321339,2.602949,2.167997,1.606984,0.7997372,0.04813531
120,vP680qA,0.03431116,0.2121563,2.858303,1.98451,1.18082,2.965596,3.108428,6.358495,7.419144,2.634676,2.192455,1.624146,0.8093077,0.04873058
121,vU_P680,39.98721,81.02553,135.6067,136.1272,135.5545,137.5392,138.0121,141.4786,142.3637,137.4233,136.5292,135.3848,117.4222,40.36133
122,vP680_d,0.03391219,0.2095747,2.826698,1.962928,1.168056,2.930877,3.069799,6.272493,7.321339,2.602949,2.167997,1.606992,0.7997372,0.04813473
123,vP680_f,-3.937506e-07,-0.0001217207,-4.28584e-07,-9.790526e-09,-1.616074e-10,-5.291054e-05,-4.226116e-09,-1.235319e-05,-2.239986e-12,-1.592532e-09,-2.112773e-07,-0.0001658838,-3.364586e-08,-2.906484e-05
124,Vva,0.0,0.0,0.01442743,0.02498678,0.02421819,0.02317168,0.02129928,0.01989874,0.0207879,0.02201945,0.02436219,0.02413786,0.0,0.0
125,Vaz,0.0,0.0,0.008354766,0.05700348,0.06720583,0.07483255,0.08431148,0.08983751,0.08643963,0.08103737,0.06584922,0.03636794,0.0,0.0
126,Vza,4.95815e-80,1.610269e-11,0.008356151,0.05700334,0.06720578,0.07483245,0.08431134,0.0898375,0.08643963,0.08103737,0.06584917,0.03636785,1.685203e-80,1.633745e-11
127,Vav,8.232024e-78,3.390027e-10,0.01442985,0.02498662,0.02421813,0.02317159,0.02129917,0.01989873,0.0207879,0.02201945,0.02436214,0.02413775,2.853549e-78,3.408236e-10
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,6.342049e-11,5.814987e-12,1.025301e-15,-6.929775e-14,4.624592e-16,-1.256285e-11,-7.628458e-12,-4.531291e-12,7.411185e-20,8.038625e-14,4.598301e-16,-2.909834e-14,-2.183728e-12,1.435985e-10
132,ve2FBPase,7.22745e-12,8.452828e-13,5.861576e-13,-3.742877e-13,-5.478867e-14,-2.572351e-12,-4.013295e-12,-6.189533e-13,1.546973e-21,1.562601e-13,8.404382e-14,1.589849e-13,-6.862271e-13,2.029855e-11
133,ve2SBPase,3.217864e-11,3.46444e-12,1.301433e-12,-1.897781e-12,-5.410115e-13,-1.142426e-11,-1.766555e-11,-3.018144e-12,1.381008e-20,1.691523e-13,2.458696e-14,2.940483e-13,-3.0001e-12,8.47918e-11
134,ve2PRK,6.119148e-11,5.512775e-12,8.472534e-16,-7.957207e-14,-1.062693e-16,-1.103482e-11,-6.746405e-13,-3.650854e-12,1.023604e-20,1.611719e-14,5.571763e-16,-7.309329e-13,-4.135629e-13,1.379145e-10
135,ve2ATPase,6.885134e-12,6.20109e-13,9.532137e-17,-8.960163e-15,-1.222673e-17,-1.241087e-12,-7.492318e-14,-4.104391e-13,4.828088e-20,1.801977e-15,6.271458e-17,-8.244865e-14,-4.616823e-14,1.551834e-11
136,ve2ATPGPP,6.55939e-11,6.146668e-12,2.219385e-15,-1.485861e-12,-2.165998e-13,-1.744781e-11,-2.425903e-11,-5.54021e-12,9.909968e-20,1.927907e-13,2.718802e-16,5.880426e-13,-4.798792e-12,1.528267e-10
137,ve2MDH,2.280673e-13,2.08958e-14,3.198396e-18,-2.810252e-16,-7.318365e-19,-4.305001e-14,-1.249814e-15,-1.114123e-14,0.0,2.328324e-17,2.439455e-18,-6.010275e-15,-1.069294e-16,5.131341e-13
138,ve2Fd,3.942976,7.611095,13.99563,13.42857,12.02422,13.61867,13.51402,13.98985,14.07699,13.38249,13.42493,13.43773,10.89417,3.955436
139,veFd2Thio,2.960666e-10,2.857623e-11,1.892705e-12,-4.136067e-12,-8.348876e-13,-6.811651e-11,-5.715163e-11,-2.072494e-11,-9.571472e-19,6.41174e-13,8.247745e-14,2.720828e-12,-1.162329e-11,6.899434e-10
140,veFd2Calvin,0.4827282,0.9906035,1.70367,1.918262,2.449705,1.846323,1.885926,1.705858,1.67288,1.935699,1.919637,1.914794,1.481494,0.443221
141,ve2RuACT,6.969232e-12,6.529921e-13,2.340612e-16,-1.563106e-13,-2.264815e-14,-1.850539e-12,-2.56805e-12,-5.883724e-13,1.07125e-20,2.043328e-14,2.899984e-17,6.235796e-14,-5.087747e-13,1.623168e-11
