,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14
113,vr2_02_1,0.009339158,0.02820223,0.1045508,0.05372048,0.07156307,0.06721593,0.03372992,0.04012334,0.06129481,0.07925029,0.03315479,0.2306324,0.06914164,0.01656925
114,vr2_1,0.009722631,0.02950502,0.1084326,0.05698004,0.07499086,0.07060103,0.03681278,0.043275,0.06463094,0.08275352,0.03622372,0.2367924,0.07199044,0.01718565
115,vr2_00_2,17.7444,34.66596,57.95849,58.11071,58.35944,58.41416,58.30878,58.4844,58.56459,58.60424,58.03361,60.26758,49.97977,18.66736
116,vr2_01_2,26.61483,39.74615,69.68524,49.96668,54.06807,52.74331,46.33188,47.24799,51.13134,55.69121,46.2268,138.1726,60.13847,52.43608
117,vr2_02_2,1080.329,1610.837,3437.881,1781.214,2347.187,2207.194,1144.882,1346.062,2015.447,2585.599,1126.363,7429.702,2672.615,1911.316
118,vr2_2,1124.688,1685.249,3565.525,1889.292,2459.614,2318.351,1249.523,1451.795,2125.143,2699.894,1230.624,7628.142,2782.733,1982.42
119,vP680qU,0.07001034,0.2253658,0.5881096,2.138175,1.910752,2.327307,5.462331,5.394106,3.298374,2.264929,3.842858,0.4172738,0.3581199,0.03893178
120,vP680qA,0.07103934,0.2284715,0.5946454,2.162623,1.932896,2.355249,5.534447,5.468792,3.341564,2.292919,3.888755,0.4215314,0.362616,0.03947655
121,vU_P680,42.85701,85.04516,142.6665,146.3296,146.397,147.0818,150.6374,150.9075,148.6048,147.2854,148.2926,144.0905,122.6016,42.71751
122,vP680_d,0.07001035,0.2253658,0.5881039,2.138176,1.910752,2.327305,5.462331,5.394093,3.298374,2.26493,3.84286,0.4172738,0.3581297,0.0389317
123,vP680_f,-4.775741e-08,1.840243e-07,-0.004644984,-0.0001342294,-8.361965e-07,-0.004381626,-5.152486e-05,-4.771827e-05,4.649123e-09,-6.058575e-07,-0.0001119638,-9.720385e-08,-3.966928e-05,9.034495e-08
124,Vva,0.0,0.0,0.01249875,0.02506225,0.02442147,0.02342183,0.02155157,0.02013185,0.02103579,0.02227692,0.0245549,0.02355218,0.0,0.0
125,Vaz,0.0,0.0,0.006025144,0.05451332,0.0652528,0.07325065,0.0832045,0.08897986,0.08542581,0.07977077,0.06380813,0.03250503,0.0,0.0
126,Vza,1.539642e-11,1.344389e-11,0.006024249,0.05451318,0.06525277,0.07325066,0.08320452,0.0889798,0.08542578,0.07977086,0.06380804,0.03250845,1.301037e-79,1.607264e-11
127,Vav,3.260918e-10,2.853223e-10,0.01249702,0.02506209,0.02442143,0.02342184,0.02155158,0.0201318,0.02103576,0.02227702,0.0245548,0.02355618,2.151767e-77,3.358959e-10
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,-3.921923e-12,1.756157e-12,1.192777e-10,-1.342927e-13,1.2671e-12,2.131022e-11,2.016538e-11,-1.967379e-11,7.658974e-13,8.930132e-13,-5.149624e-13,1.449566e-11,2.047513e-11,-2.655457e-11
132,ve2FBPase,-3.671571e-13,-9.228763e-14,1.225735e-11,3.974529e-14,1.948456e-13,2.487284e-12,2.862111e-12,-3.57851e-12,1.877988e-12,5.97851e-12,2.277638e-14,1.622471e-12,1.021876e-12,2.917349e-12
133,ve2SBPase,-1.873859e-12,2.835962e-14,5.513579e-11,-1.347977e-13,6.027215e-13,1.062419e-11,1.227449e-11,-1.627049e-11,7.569279e-12,1.684103e-11,-2.798201e-13,6.701823e-12,4.776872e-12,-1.309621e-12
134,ve2PRK,-3.98216e-12,1.721467e-12,1.166416e-10,-6.569264e-14,1.240536e-12,2.052931e-11,1.681918e-11,-1.418538e-11,-9.363564e-14,9.153935e-13,-4.893794e-13,1.414829e-11,2.145151e-11,-2.312089e-11
135,ve2ATPase,-4.482224e-13,1.936668e-13,1.311981e-11,-7.379301e-15,1.395387e-13,2.30914e-12,1.891091e-12,-1.594541e-12,-1.049695e-14,1.029793e-13,-5.504423e-14,1.591272e-12,2.41306e-12,-2.601369e-12
136,ve2ATPGPP,-3.832768e-12,1.741823e-12,1.152234e-10,-2.357262e-13,1.223753e-12,2.121036e-11,2.358081e-11,-2.799392e-11,7.54512e-12,7.884895e-13,-5.383727e-13,1.388063e-11,1.502714e-11,-3.415695e-11
137,ve2MDH,-1.555516e-14,6.644858e-15,4.519678e-13,-4.041364e-17,4.817463e-15,7.867426e-14,5.346019e-14,-4.943965e-14,2.800765e-16,3.73383e-15,-1.867403e-15,5.497214e-14,7.909811e-14,-7.749533e-14
138,ve2Fd,4.035274,7.862771,13.17176,14.30115,14.09335,14.2211,14.73836,14.72924,14.42648,14.09789,14.61481,5.363876,10.9633,4.005425
139,veFd2Thio,-1.847272e-11,7.087993e-12,6.309625e-10,-1.201681e-11,5.924239e-12,1.588969e-10,9.167375e-11,-9.766712e-11,1.853182e-11,2.648693e-11,-2.289541e-12,6.69388e-11,8.488874e-11,-1.057579e-10
140,veFd2Calvin,0.3301722,0.7918913,2.015439,1.588053,1.66669,1.618346,1.422598,1.426052,1.540624,1.664969,1.469356,4.97016,1.446472,0.3603575
141,ve2RuACT,-4.072887e-13,1.851215e-13,1.225058e-11,-2.499724e-14,1.301095e-13,2.254609e-12,2.504884e-12,-2.970854e-12,7.961367e-13,8.392359e-14,-5.720032e-14,1.475984e-12,1.601339e-12,-3.623769e-12
