,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14
79,v1z_1,0.08858442,0.6780718,1.255,1.856976,2.096987,1.695953,1.145143,1.121737,2.886719,3.182807,2.520737,1.499875,1.174229,0.09640785
80,v2z_1,0.08858442,0.6780718,1.255,1.856976,2.096987,1.695953,1.145143,1.121737,2.886719,3.182807,2.520737,1.499875,1.174229,0.09640785
81,v3z_1,0.08858442,0.6780718,1.255,1.856976,2.096987,1.695953,1.145143,1.121737,2.886719,3.182807,2.520737,1.499875,1.174229,0.09640785
82,v0z_1,0.08858442,0.6780718,1.255,1.856976,2.096987,1.695953,1.145143,1.121737,2.886719,3.182807,2.520737,1.499875,1.174229,0.09640785
83,vz_2,42.36833,82.11861,136.9892,136.6258,135.9531,137.8197,141.1185,140.8884,133.634,132.1473,134.2114,137.5676,118.1183,42.13914
84,v1z_2,10.59208,20.52965,34.24729,34.15646,33.98827,34.45493,35.27961,35.2221,33.40851,33.03683,33.55286,34.39191,29.52957,10.53479
85,v2z_2,10.59208,20.52965,34.24729,34.15646,33.98827,34.45493,35.27961,35.2221,33.40851,33.03683,33.55286,34.39191,29.52957,10.53479
86,v3z_2,10.59208,20.52965,34.24729,34.15646,33.98827,34.45493,35.27961,35.2221,33.40851,33.03683,33.55286,34.39191,29.52957,10.53479
87,v0z_2,10.59208,20.52965,34.24729,34.15646,33.98827,34.45493,35.27961,35.2221,33.40851,33.03683,33.55286,34.39191,29.52957,10.53479
88,v1z,10.68067,21.20772,35.50229,36.01343,36.08526,36.15088,36.42476,36.34383,36.29523,36.21964,36.0736,35.89178,30.7038,10.63119
89,v2z,10.68067,21.20772,35.50229,36.01343,36.08526,36.15088,36.42476,36.34383,36.29523,36.21964,36.0736,35.89178,30.7038,10.63119
90,v3z,10.68067,21.20772,35.50229,36.01343,36.08526,36.15088,36.42476,36.34383,36.29523,36.21964,36.0736,35.89178,30.7038,10.63119
91,v0z,10.68067,21.20772,35.50229,36.01343,36.08526,36.15088,36.42476,36.34383,36.29523,36.21964,36.0736,35.89178,30.7038,10.63119
92,vAB1,26.64031,42.94217,71.77549,72.51421,72.59141,72.85912,73.83004,73.69835,72.87723,72.69066,72.47991,72.41651,61.99768,25.06933
93,vBA1,5.278971,0.5267261,0.7709099,0.4873455,0.4208942,0.5573761,0.980525,1.010685,0.2867678,0.251374,0.3327137,0.6329389,0.5900789,3.806943
94,vAB2,179.5223,51.55353,87.18407,80.45452,78.83861,83.63839,103.3561,105.3434,76.12723,75.17901,76.47725,84.43941,70.7462,140.7591
95,vBA2,158.161,9.13808,16.17948,8.427654,6.668095,11.33664,30.50657,32.65569,3.536772,2.739726,4.33005,12.65585,9.338603,119.4967
96,v3,6.469123,3.000594,4.383824,2.967359,2.609452,3.309061,5.126576,5.219828,1.851171,1.647196,2.123468,3.71064,3.501653,5.851474
97,v_r3,0.3364835,0.06673787,0.09684615,0.05871495,0.04954937,0.06871236,0.1231646,0.1262763,0.03096406,0.02594812,0.03704093,0.07860484,0.0719571,0.2738385
98,v3_n,15.87297,40.34146,68.16533,70.50399,70.96313,70.49883,69.41511,69.16433,72.01344,72.0031,71.33419,69.58849,59.16735,16.28453
99,v_r3_n,0.6442713,0.8598657,1.447721,1.385769,1.352516,1.436389,1.569003,1.570216,1.243186,1.18506,1.273421,1.436959,1.189449,0.599775
100,v_pq_ox,3023.01,2502.976,2521.266,2388.79,2328.987,2464.327,2656.444,2663.248,2132.33,2037.849,2196.161,2480.372,2398.173,2990.582
101,Ic,11.17567,23.39545,51.62462,75.94463,84.62783,93.31103,108.7791,121.8496,113.3421,102.6621,83.29191,63.92171,36.46595,11.14343
102,Ia,51.04561,106.8603,235.7989,346.8822,386.5433,426.2044,496.8557,556.5561,517.6978,468.9161,380.4414,291.9667,166.5607,50.89838
103,v2_1,42.39648,82.13678,137.0529,136.6771,135.9995,137.8842,141.2247,140.9993,133.6694,132.1782,134.2488,137.6282,118.1529,42.16308
104,v2_2,3234.996,1051.139,2127.812,1716.029,1564.852,2047.867,3430.624,3588.67,1216.608,1074.471,1278.034,2013.765,1359.473,2766.165
105,v2_00_1,0.3550266,2.702486,3.734012,4.494072,4.848091,3.88127,2.533057,2.421423,5.951572,6.547544,5.710042,3.938356,4.240126,0.3848433
106,v2_01_1,1.683783,5.338663,7.494032,8.910584,9.591196,7.758641,5.35696,5.161504,11.75327,12.92602,11.26399,7.865825,8.33865,1.600005
107,v2_02_1,40.35767,74.09563,125.8249,123.2724,121.5603,126.2443,133.3347,133.4164,115.9646,112.7046,117.2748,125.8241,105.5741,40.17823
108,v2_00_2,27.08974,34.58484,57.97232,56.42465,55.7836,57.64495,61.53288,61.62927,54.16892,53.22474,54.35896,57.62569,48.78708,25.24815
109,v2_01_2,128.4783,68.3211,116.3484,111.8755,110.3592,115.232,130.131,131.369,106.9737,105.0751,107.232,115.0921,95.94489,104.9705
110,v2_02_2,3079.428,948.2327,1953.491,1547.729,1398.709,1874.99,3238.96,3395.672,1055.465,916.1714,1116.443,1841.047,1214.741,2635.946
111,vr2_00_1,0.0001854794,0.000595361,0.001724185,0.001739714,0.001733328,0.00176392,0.001831567,0.001824919,0.001711443,0.001687725,0.001708441,0.001748771,0.0012677,0.0001735758
112,vr2_01_1,0.0009468933,0.000541478,0.001586613,0.001462283,0.001426135,0.001534005,0.001942459,0.001976146,0.001354368,0.001322348,0.001365654,0.00154478,0.001095898,0.0007383272
113,vr2_02_1,0.02701896,0.01703318,0.06043421,0.04804024,0.04329929,0.05847315,0.1024731,0.1071447,0.03231057,0.02780583,0.03428683,0.0573159,0.03226502,0.02302566
114,vr2_1,0.02815133,0.01817002,0.06374501,0.05124224,0.04645876,0.06177107,0.1062471,0.1109458,0.03537638,0.03081591,0.03736093,0.06060945,0.03462862,0.02393757
115,vr2_00_2,21.31194,34.35287,57.41763,58.00834,58.07005,58.28416,59.0607,58.95532,58.29857,58.14935,57.98087,57.93026,49.59624,20.05519
116,vr2_01_2,108.7998,31.24377,52.83628,48.75777,47.77845,50.6872,62.63652,63.84082,46.13518,45.56055,46.3474,51.1728,42.87484,85.30733
117,vr2_02_2,3104.53,982.8298,2012.538,1601.835,1450.615,1932.093,3304.346,3461.387,1100.627,958.0302,1163.622,1898.662,1262.305,2660.416
118,vr2_2,3234.641,1048.426,2122.792,1708.601,1556.464,2041.064,3426.043,3584.183,1205.061,1061.74,1267.951,2007.765,1354.776,2765.779
119,vP680qU,0.02419269,0.3671716,0.9842063,2.371765,3.065332,2.651796,1.922939,2.115944,5.988514,6.021226,3.719888,1.529814,0.7393409,0.02805113
120,vP680qA,0.02451254,0.3723666,0.9954576,2.39903,3.101715,2.683869,1.946958,2.143774,6.069321,6.099405,3.764274,1.546903,0.749019,0.02842786
121,vU_P680,42.74686,85.19807,142.9934,146.4255,147.4064,147.2554,147.622,147.4913,151.1694,150.8998,148.0143,145.0969,123.5545,42.55283
122,vP680_d,0.02419269,0.3671721,0.9842063,2.371765,3.065332,2.65174,1.922939,2.115944,5.988514,6.02123,3.719884,1.529814,0.7393409,0.02805113
123,vP680_f,-9.158785e-10,4.863785e-07,-1.184796e-05,-4.967318e-08,-6.549206e-10,-0.006457004,-8.239875e-06,-2.322515e-07,1.598962e-05,-1.46692e-05,6.152364e-06,1.853071e-08,-2.321559e-09,-3.228963e-10
124,Vva,0.0,0.0,0.01257611,0.02505923,0.02441001,0.02340684,0.02157732,0.0201178,0.02102077,0.02226021,0.024544,0.0236749,0.0,0.0
125,Vaz,0.0,0.0,0.006109981,0.05465339,0.06537081,0.07334909,0.0830891,0.089032,0.08548802,0.07985518,0.06393169,0.03321911,0.0,0.0
126,Vza,1.232352e-79,1.129094e-11,0.00610999,0.05465321,0.06537069,0.07334906,0.08308915,0.089032,0.08548804,0.07985518,0.06393167,0.03321885,2.981712e-79,3.110261e-79
127,Vav,2.028316e-77,2.436566e-10,0.01257613,0.02505904,0.02440988,0.02340676,0.02157737,0.0201178,0.02102078,0.02226021,0.02454398,0.02367456,4.875107e-77,5.064872e-77
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,1.631759e-12,2.130276e-12,1.046625e-13,-5.324531e-12,-8.347896e-16,2.325396e-11,9.639668e-12,-3.942733e-15,4.136362e-12,-1.395495e-12,-4.599918e-12,8.829713e-14,-1.578078e-14,-1.648241e-16
132,ve2FBPase,1.749024e-13,3.161873e-13,2.075374e-13,-2.696198e-12,-3.640599e-13,2.606799e-12,1.903524e-12,-4.615881e-16,6.91683e-13,-1.151572e-13,-4.838568e-13,-2.037481e-12,-3.710596e-15,-1.975723e-17
133,ve2SBPase,7.766361e-13,1.105497e-12,1.515058e-13,-1.197557e-11,-1.952686e-12,1.11285e-11,7.770092e-12,-2.031023e-15,2.798014e-12,-6.398698e-13,-2.13975e-12,-8.603846e-12,-1.618251e-14,-8.665303e-17
134,ve2PRK,1.631126e-12,2.108748e-12,9.825656e-14,-5.381403e-13,-8.070204e-16,2.279734e-11,8.311795e-12,-3.725127e-15,3.359889e-12,-1.36843e-12,-4.530548e-12,4.484225e-14,-9.892005e-15,-1.621726e-16
135,ve2ATPase,1.835597e-13,2.372459e-13,1.105165e-14,-5.987213e-14,-9.225127e-17,2.564392e-12,9.34599e-13,-4.1893e-16,3.777534e-13,-1.539293e-13,-5.096248e-13,4.959444e-15,-1.111626e-15,-1.825494e-17
136,ve2ATPGPP,1.610185e-12,2.058632e-12,1.144145e-13,-1.670427e-11,-8.159742e-13,2.253757e-11,1.189095e-11,-4.005506e-15,5.113789e-12,-1.348611e-12,-4.414091e-12,-5.002013e-12,-2.60233e-14,-1.690562e-16
137,ve2MDH,6.327973e-15,8.198439e-15,3.695232e-16,-7.934191e-16,-4.309704e-18,8.850725e-14,2.805671e-14,-1.401331e-17,1.041916e-14,-5.312618e-15,-1.765626e-14,-1.790289e-16,-3.32308e-17,-6.234162e-19
138,ve2Fd,3.977946,7.922954,14.08867,14.39137,14.50669,14.35739,13.76987,13.75745,14.78804,14.78481,14.61036,14.17491,11.37045,3.984687
139,veFd2Thio,7.659462e-12,1.009058e-11,1.627716e-12,-3.922199e-11,-3.220856e-12,2.174138e-10,4.818859e-11,-1.499245e-14,1.926313e-11,-6.402039e-12,-2.127625e-11,-1.607797e-11,-8.324738e-14,-7.614657e-16
140,veFd2Calvin,0.4249288,0.7443739,1.668459,1.55391,1.510271,1.56677,1.789104,1.793802,1.403801,1.405024,1.471041,1.635825,1.240228,0.3947346
141,ve2RuACT,1.711124e-13,2.188438e-13,1.215049e-14,-1.768416e-12,-8.536536e-14,2.395969e-12,1.261864e-12,-4.257385e-16,5.430272e-13,-1.433806e-13,-4.693089e-13,-5.250347e-13,-2.75994e-15,-1.795447e-17
